mix_id,dataset,target_audio_path,target_speaker_id,target_gender,target_transcript,noise_audio_path,noise_speaker_id,noise_gender,noise_transcript,sir_level_db,overlap_ratio,target_start_time,noise_start_times,pred_transcript,wer,cer,leakage_rate
mix_librispeech_0010,librispeech,data/librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0019.flac,1221,Unknown,mother cried she i see you here look look,data/librispeech/LibriSpeech/test-clean/6930/75918/6930-75918-0019.flac,6930,Unknown,upon the large square in front of the hotel the shadows of the tents intersected by the golden moonbeams formed as it were a huge mosaic of jet and yellow flagstones,-5,0.5,0.0,[],mother crikey i see you here the large square look,0.5555555555555556,0.5121951219512195,0.12
mix_librispeech_0011,librispeech,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0021.flac,5639,Unknown,she meanwhile passed her life with her parents in the strictest retirement never letting herself be seen but shunning every eye lest it should read her misfortune in her face,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0015.flac,260,Unknown,from the under surface of the clouds there are continual emissions of lurid light electric matter is in continual evolution from their component molecules the gaseous elements of the air need to be slaked with moisture for innumerable columns of water rush upwards into the air and fall back again in white foam,-5,0.3,0.0,[],she meanwhile passed her life under surface in the strictest retirement never letting herself be seen but shining every eye less there are continuing her misfortune in her face,0.2666666666666666,0.1896551724137931,0.0952380952380952
mix_librispeech_0012,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0012.flac,1580,Unknown,not only this but on the table i found a small ball of black dough or clay with specks of something which looks like sawdust in it,data/librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0014.flac,1995,Unknown,he stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy,5,0.2,0.0,[],not only this but on the table i found a small ball of black dough or clay with specks of something which looks like sawdust in it,0.0,0.0,0.0
mix_librispeech_0013,librispeech,data/librispeech/LibriSpeech/test-clean/5105/28241/5105-28241-0011.flac,5105,Unknown,all the images of his past life floated upon his memory his thoughts sped away to his native france only to return again to wonder whether the depths of ocean would reveal any traces of the algerian metropolis,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0008.flac,7176,Unknown,lend me your ear for ten minutes and you shall learn just what stagecraft is,0,0.1,0.0,[],all the images of his past life floated upon his memory his thoughts sped away to his native france only to return again to wonder whether the depths of ocean would reveal any traces of the algerian metropolis,0.0,0.0,0.0
mix_librispeech_0014,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0054.flac,2094,Unknown,oh sir said missus poyser rather alarmed you wouldn't like it at all,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0017.flac,3575,Unknown,though i may be but an ungracious adviser you will allow me therefore to subscribe myself with the best wishes for your happiness here and hereafter your true friend robert southey,0,0.1,0.0,[],0 sir said missus poiser rather alarmed he would not like it at all,0.1428571428571428,0.0588235294117647,0.0
mix_librispeech_0015,librispeech,data/librispeech/LibriSpeech/test-clean/2300/131720/2300-131720-0031.flac,2300,Unknown,associated with this simple form of apparatus were various ingenious details and refinements to secure regularity of operation freedom from inaccuracy and immunity from such tampering as would permit theft of current or damage,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0020.flac,237,Unknown,yes don't you,-5,0.1,0.0,[],associated with this simple form of apparatus were various ingenious details and refinements to secure regularity of operation freedom from inaccuracy and immunity from such tampering as would permit theft of current or damage,0.0,0.0,0.0
mix_librispeech_0016,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0030.flac,2094,Unknown,totty however had descended from her chair with great swiftness and was already in retreat towards the dairy with a sort of waddling run and an amount of fat on the nape of her neck which made her look like the metamorphosis of a white suckling pig,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0027.flac,4970,Unknown,it's such a crush at the yearly meeting at arch street and then there's the row of sleek looking young men who line the curbstone and stare at us as we come out,0,0.5,0.0,[],toddy however had descended from her chair with great swiftness and was already in retreat towards the dairy with a sort of waddling run and an amount of fat on the nape of her neck which made her look like the metamorphosis of a white succulent pig,0.0425531914893617,0.0241935483870967,0.0
mix_librispeech_0017,librispeech,data/librispeech/LibriSpeech/test-clean/5683/32866/5683-32866-0028.flac,5683,Unknown,the sombre old trees like gigantic hearse plumes black and awful,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0007.flac,7021,Unknown,and she took anders hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went,5,0.3,0.0,[],the somber old trees like gigantic hearse plumes black and awful,0.0,0.0,0.0
mix_librispeech_0018,librispeech,data/librispeech/LibriSpeech/test-clean/8224/274384/8224-274384-0010.flac,8224,Unknown,before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0047.flac,1580,Unknown,i have a letter here mister soames which i wrote to you early this morning in the middle of a restless night,-5,0.1,0.0,[],before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined,0.0,0.0,0.0
mix_librispeech_0019,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0014.flac,6829,Unknown,they followed the jailer along a succession of passages,data/librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0018.flac,1995,Unknown,her regard shifted to the green stalks and leaves again and she started to move away,5,0.2,0.0,[],they followed the jailer along the succession of passages,0.1111111111111111,0.0545454545454545,0.0
mix_librispeech_0020,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0047.flac,2094,Unknown,poyser is not at home is he,data/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0037.flac,1188,Unknown,every line in which the master traces it even where seemingly negligent is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of holbein or duerer,5,0.1,0.0,[],poiser is not at home is he,0.1428571428571428,0.037037037037037,0.0
mix_librispeech_0021,librispeech,data/librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0012.flac,8230,Unknown,familiarity is a feeling capable of degrees,data/librispeech/LibriSpeech/test-clean/6930/81414/6930-81414-0014.flac,6930,Unknown,in the light of the moon i saw a knife red with blood and my hand too was also discoloured,5,0.4,0.0,[],familiarity is a feeling capable of degrees,0.0,0.0,0.0
mix_librispeech_0022,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0028.flac,1580,Unknown,there was no man sir,data/librispeech/LibriSpeech/test-clean/3570/5694/3570-5694-0010.flac,3570,Unknown,the objection of course presents itself that expenditure on women's dress and household paraphernalia is an obvious exception to this rule but it will appear in the sequel that this exception is much more obvious than substantial,5,1.0,0.0,[],there was no man sir,0.0,0.0,0.0
mix_librispeech_0023,librispeech,data/librispeech/LibriSpeech/test-clean/5142/36600/5142-36600-0000.flac,5142,Unknown,chapter seven on the races of man,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0004.flac,2094,Unknown,and what through the left hand window,0,0.5,0.0,[],chapter 7 on the races of man,0.0,0.0,0.0
mix_librispeech_0024,librispeech,data/librispeech/LibriSpeech/test-clean/1995/1836/1995-1836-0000.flac,1995,Unknown,the hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale,data/librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0008.flac,8555,Unknown,rich jewels of blue stones glittered upon their persons and the royal ladies were fully as gorgeous as they were haughty and overbearing,0,0.4,0.0,[],the honorable charles smith miss sarah is brother was walking swiftly uptown from mister easterly is wall street office and his face was pale,0.0,0.0,0.0
mix_librispeech_0025,librispeech,data/librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0020.flac,1995,Unknown,the years of the days of her dying were ten,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0044.flac,5142,Unknown,i am stiff with long sitting he said i itch for a fight i turned to the farmer,0,0.2,0.0,[],the years of the days of her dying were 10,0.0,0.0,0.0
mix_librispeech_0026,librispeech,data/librispeech/LibriSpeech/test-clean/237/126133/237-126133-0016.flac,237,Unknown,oh no jasper i must go by my very own self,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0001.flac,1089,Unknown,stuff it into you his belly counselled him,-5,0.5,0.0,[],0 no japser i must go by my very own self,0.0909090909090909,0.048780487804878,0.0
mix_librispeech_0027,librispeech,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0004.flac,672,Unknown,in winter when the snow lay glittering on the ground a hare would often come leaping along and jump right over the little tree,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0019.flac,2830,Unknown,i knew nothing of the doctrine of faith because we were taught sophistry instead of certainty and nobody understood spiritual boasting,-5,1.0,0.0,[],i knew nothing of the doctrine of faith because we were taught sophistry instead of certainty,0.9583333333333334,0.7142857142857143,0.6842105263157895
mix_librispeech_0028,librispeech,data/librispeech/LibriSpeech/test-clean/4992/41806/4992-41806-0002.flac,4992,Unknown,they began with the one in the family sitting room colonel wheeler ralph thurston mister and missus bill harmon with natty and rufus mister and missus popham with digby and lallie joy all standing in admiring groups and thrilling with delight at the order of events,data/librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0005.flac,8555,Unknown,the room of the great knife was high and big and around it ran rows of benches for the spectators to sit upon,0,0.1,0.0,[],they began with the one in the family sitting room colonel wheeler ralph thurston mister and missus bill harmon with natty and ruffins mister and missus popham with digby and lally joy all standing in admiring groups and thrilling with delight at the order of events,0.0434782608695652,0.0188679245283018,0.0
mix_librispeech_0029,librispeech,data/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0008.flac,1188,Unknown,for believe me the final philosophy of art can only ratify their opinion that the beauty of a cock robin is to be red and of a grass plot to be green and the best skill of art is in instantly seizing on the manifold deliciousness of light which you can only seize by precision of instantaneous touch,data/librispeech/LibriSpeech/test-clean/7021/79740/7021-79740-0008.flac,7021,Unknown,for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,-5,0.5,0.0,[],for believe me the final philosophy of art can only grab far their opinion that the beauty of a cock robin is to be read had been playing upon the piazza with blocks and other plates and the best skill of art is in instantly seizing on the manifold deliciousness of light which finally has gone into the house of instantaneous touch,0.3448275862068966,0.2642140468227424,0.3076923076923077
mix_librispeech_0030,librispeech,data/librispeech/LibriSpeech/test-clean/2961/961/2961-961-0017.flac,2961,Unknown,observe again what care the law took in the pursuit of wisdom searching out the deep things of the world and applying them to the use of man,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0014.flac,4970,Unknown,where thee and thy family are known,5,0.2,0.0,[],observe again what care the law took in the pursuit of wisdom searching out the deep things of the world and applying them to the use of men,0.0357142857142857,0.0071428571428571,0.0
mix_librispeech_0031,librispeech,data/librispeech/LibriSpeech/test-clean/8555/284449/8555-284449-0008.flac,8555,Unknown,then she gave rosalie back her magic ring thanking the kind witch for all she had done for them,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0006.flac,5142,Unknown,a new member of the family circle who instantly attracted my attention entered the room,-5,1.0,0.0,[],a new member of the family circle who instantly attracted my attention entered a new member of the family circle who instantly,1.1578947368421053,0.9894736842105264,0.8571428571428571
mix_librispeech_0032,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0011.flac,4077,Unknown,federal judges and united states attorneys in utah who were not mormons nor lovers of mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy,data/librispeech/LibriSpeech/test-clean/5105/28241/5105-28241-0011.flac,5105,Unknown,all the images of his past life floated upon his memory his thoughts sped away to his native france only to return again to wonder whether the depths of ocean would reveal any traces of the algerian metropolis,5,0.5,0.0,[],federal judges and united states attorneys in utah who are not mormons nor lovers of mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy,0.0606060606060606,0.0143540669856459,0.0
mix_librispeech_0033,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0000.flac,7127,Unknown,every one could observe his agitation and prostration a prostration which was indeed the more remarkable since people were not accustomed to see him with his arms hanging listlessly by his side his head bewildered and his eyes with all their bright intelligence bedimmed,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0068.flac,8455,Unknown,your power is sufficient i said,5,1.0,0.0,[],everyone could observe his agitation and prostration a prostration which was indeed the more remarkable since people were not accustomed to see him with his arms hanging listlessly by his side his head bewildered and his eyes with all their bright intelligence bedimmed,0.0454545454545454,0.0037037037037037,0.0
mix_librispeech_0034,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0000.flac,7127,Unknown,every one could observe his agitation and prostration a prostration which was indeed the more remarkable since people were not accustomed to see him with his arms hanging listlessly by his side his head bewildered and his eyes with all their bright intelligence bedimmed,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0033.flac,237,Unknown,i wish you weren't so restless and didn't get so worked up over things she said sadly,-5,0.5,0.0,[],everyone could observe his agitation and frustration a frustration which was indeed the more remarkable since people were not accustomed to see him with his arms hanging listlessly by his side his head bewildered and his eyes with all their bright intelligence bedimmed,0.0909090909090909,0.0185185185185185,0.0
mix_librispeech_0035,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0016.flac,8455,Unknown,this i felt was paid to me as being president of the republic and i endeavoured to behave myself with such mingled humility and dignity as might befit the occasion but i could not but feel that something was wanting to the simplicity of my ordinary life,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0024.flac,4507,Unknown,algebra medicine botany have each their slang,0,0.1,0.0,[],this i felt was paid to me as being president of the republic and i endeavored to behave myself with such mingled humility and dignity as might be fit the occasion but i could not but feel that something was wanting to the simplicity of my ordinary life,0.0425531914893617,0.0039682539682539,0.0
mix_librispeech_0036,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2273/4446-2273-0011.flac,4446,Unknown,there is nothing else that looks so jolly,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0019.flac,237,Unknown,he dropped a handful into her lap,-5,1.0,0.0,[],he dropped a handle into an eye,1.0,0.7317073170731707,0.5714285714285714
mix_librispeech_0037,librispeech,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0008.flac,908,Unknown,thou gentle maid of silent valleys and of modest brooks for thou shall be clothed in light and fed with morning manna till summers heat melts thee beside the fountains and the springs to flourish in eternal vales they why should thel complain,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0055.flac,672,Unknown,and then he told all about his youth and the little mice had never heard the like before and they listened and said,-5,0.4,0.0,[],then he told all about his youth his youth his eyes had never heard the light before and they listened and said,0.9302325581395348,0.7066115702479339,0.6842105263157895
mix_librispeech_0038,librispeech,data/librispeech/LibriSpeech/test-clean/121/127105/121-127105-0027.flac,121,Unknown,he had for his own town residence a big house filled with the spoils of travel and the trophies of the chase but it was to his country home an old family place in essex that he wished her immediately to proceed,data/librispeech/LibriSpeech/test-clean/4992/41797/4992-41797-0021.flac,4992,Unknown,she's wonderful more wonderful than anybody we've ever seen anywhere and she draws better than the teacher in charlestown,5,0.4,0.0,[],he had for his own town residence a big house filled with the spoils of travel and the trophies of the chase but it was to his country home an old family place in essex that he wished her immediately to proceed,0.0,0.0,0.0
mix_librispeech_0039,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0015.flac,1580,Unknown,did anyone know that these proofs would be there no one save the printer,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0014.flac,4507,Unknown,now when has horror ever excluded study,5,0.2,0.0,[],did anyone know that these proofs would be there no one saved the printer,0.0714285714285714,0.0138888888888888,0.0
mix_librispeech_0040,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0045.flac,8455,Unknown,then the republic of britannula was to be declared as non existent and the british flag was to be exalted and a british governor installed in the executive chambers,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0000.flac,7021,Unknown,but anders cared nothing about that,0,1.0,0.0,[],then the republic of britain u l a was to be declared as non existent and the british flag was to be exalted and a british governor installed in the executive chambers,0.1379310344827586,0.024390243902439,0.0
mix_librispeech_0041,librispeech,data/librispeech/LibriSpeech/test-clean/5683/32865/5683-32865-0014.flac,5683,Unknown,he's not a man for country quarters,data/librispeech/LibriSpeech/test-clean/260/123440/260-123440-0018.flac,260,Unknown,i am very tired of swimming about here o mouse,-5,0.3,0.0,[],i am he is not a man for country quarters,0.25,0.1388888888888889,0.2
mix_librispeech_0042,librispeech,data/librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0004.flac,1995,Unknown,he panted to know if she too knew or knew and cared not or cared and knew not,data/librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0020.flac,7729,Unknown,the incident was not violent nor even dramatic no posse was summoned no further effort made and reeder fearing personal violence soon fled in disguise,0,1.0,0.0,[],the incident was not violent nor even dramatic no policy was summoned no further effort made,1.0,0.8441558441558441,0.5217391304347826
mix_librispeech_0043,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0023.flac,7127,Unknown,the king seemed only pleased with every one present,data/librispeech/LibriSpeech/test-clean/260/123440/260-123440-0004.flac,260,Unknown,alice took up the fan and gloves and as the hall was very hot she kept fanning herself all the time she went on talking dear dear how queer everything is to day,0,0.3,0.0,[],the king seemed only pleased with everyone present,0.2222222222222222,0.0196078431372549,0.0
mix_librispeech_0044,librispeech,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0034.flac,1089,Unknown,the rector paused and then shaking his clasped hands before him went on,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0022.flac,5142,Unknown,i wish you good night she laid her bony hands on the back of mister meadowcroft's invalid chair cut him short in his farewell salutation to me and wheeled him out to his bed as if she were wheeling him out to his grave,-5,0.2,0.0,[],i wish you could,1.0,0.8873239436619719,0.081081081081081
mix_librispeech_0045,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0003.flac,1580,Unknown,no names please said holmes as we knocked at gilchrist's door,data/librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0021.flac,1221,Unknown,pearl accordingly ran to the bow window at the further end of the hall and looked along the vista of a garden walk carpeted with closely shaven grass and bordered with some rude and immature attempt at shrubbery,5,0.4,0.0,[],no names please,0.75,0.7580645161290323,0.0
mix_librispeech_0046,librispeech,data/librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0023.flac,8230,Unknown,in this case as in most others what may be taken as certain in advance is rather vague,data/librispeech/LibriSpeech/test-clean/1284/1180/1284-1180-0030.flac,1284,Unknown,when i found it i said to myself that it would do nicely for my servant girl for when she was brought to life she would not be proud nor haughty as the glass cat is for such a dreadful mixture of colors would discourage her from trying to be as dignified as the blue munchkins are,-5,0.1,0.0,[],in this case as in most others what may be taken as certain in advance is rather vague,0.0,0.0,0.0
mix_librispeech_0047,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0017.flac,6829,Unknown,the housekeeper led the way and beth followed,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0016.flac,237,Unknown,i don't know all of them but i know lindens are,-5,0.2,0.0,[],the housekeeper led the way and beth followed,0.0,0.0,0.0
mix_librispeech_0048,librispeech,data/librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0024.flac,8555,Unknown,come and get the boolooroo she said going toward the benches,data/librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0010.flac,1221,Unknown,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them,5,0.3,0.0,[],come and get the bula room she said going toward the benches,0.1818181818181818,0.0833333333333333,0.0
mix_librispeech_0049,librispeech,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0002.flac,260,Unknown,the atmosphere is charged with vapours pervaded with the electricity generated by the evaporation of saline waters,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0000.flac,5142,Unknown,it was one of the masterly and charming stories of dumas the elder,-5,1.0,0.0,[],it was one of the masterly and charming stories of,0.8823529411764706,0.7610619469026548,0.6363636363636364
mix_librispeech_0050,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0006.flac,4446,Unknown,i thought it might be sister kate or cousin mike would be happening along,data/librispeech/LibriSpeech/test-clean/1284/1181/1284-1181-0008.flac,1284,Unknown,i think that will do she continued for the other qualities are not needed in a servant,5,0.4,0.0,[],i thought it might be sister kate or cousin mike would be happening along,0.0,0.0,0.0
mix_librispeech_0051,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0026.flac,8455,Unknown,and the death of which i dreamt could not alas,data/librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0002.flac,8230,Unknown,whether or not this principle is liable to exceptions everyone would agree that is has a broad measure of truth though the word exactly might seem an overstatement and it might seem more correct to say that ideas approximately represent impressions,-5,0.5,0.0,[],and the death of a wretch that dreamt not a last principle,0.7,0.5434782608695652,0.0833333333333333
mix_librispeech_0052,librispeech,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0004.flac,5142,Unknown,these he gave to three of my brothers,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0014.flac,7176,Unknown,if it be granted first that the thoughts of a certain character should be known to the audience and secondly that soliloquy or the habit of thinking aloud is in opposition to modern stage technique how shall a soliloquy be avoided without damage to the play,5,0.2,0.0,[],these he gave to 3 of my brothers,0.0,0.0,0.0
mix_librispeech_0053,librispeech,data/librispeech/LibriSpeech/test-clean/7021/79730/7021-79730-0003.flac,7021,Unknown,as the chaise drives away mary stands bewildered and perplexed on the door step her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0013.flac,4077,Unknown,their sufferings have never yet been fitly chronicled by human scribe,-5,0.3,0.0,[],their sufferings have never yet been fiddly chronically by him their sufferings have never yet been fiddly chronically by him their sufferings have never yet been fiddly chronically by him their sufferings have never yet been fiddly chronically by him their sufferings have never yet been fiddly chronically by him,1.0,0.76,0.6363636363636364
mix_librispeech_0054,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0006.flac,1580,Unknown,you don't seem to realize the position,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0005.flac,61,Unknown,this was so sweet a lady sir and in some manner i do think she died,0,0.5,0.0,[],you do not seem to realize the position,0.0,0.0,0.0
mix_librispeech_0055,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0024.flac,8455,Unknown,how much of evil of real accomplished evil had there not occurred to me during the last few days,data/librispeech/LibriSpeech/test-clean/1284/1181/1284-1181-0003.flac,1284,Unknown,the hair was of brown yarn and hung down on her neck in several neat braids,-5,0.3,0.0,[],how much of evil the hair was a real accomplishment of brown you had there not occurred to me during the last few days and hung,0.5263157894736842,0.3958333333333333,0.3125
